ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,y
2025-07-28,3709.6940949680115,3258.9651146218725,3557.5692858007606,3709.6940949680115,3709.6940949680115,-308.21530728930037,-308.21530728930037,-308.21530728930037,-13.770204955928207,-13.770204955928207,-13.770204955928207,-294.4451023333721,-294.4451023333721,-294.4451023333721,0.0,0.0,0.0,3401.4787876787113,3309.1001
2025-07-29,3713.594223276934,3258.0043632446923,3556.984540206021,3713.594223276934,3713.594223276934,-311.91843978691134,-311.91843978691134,-311.91843978691134,-13.752238768684817,-13.752238768684817,-13.752238768684817,-298.1662010182265,-298.1662010182265,-298.1662010182265,0.0,0.0,0.0,3401.6757834900227,3323.3999
2025-07-30,3717.494351585857,3266.61245278417,3563.241112017457,3717.494351585857,3717.494351585857,-306.48707260933105,-306.48707260933105,-306.48707260933105,-3.0801971519174267,-3.0801971519174267,-3.0801971519174267,-303.4068754574136,-303.4068754574136,-303.4068754574136,0.0,0.0,0.0,3411.0072789765263,3295.8000
2025-07-31,3721.3944798947805,3241.546591917875,3534.767186220846,3721.3944798947805,3721.3944798947805,-333.6404838488268,-333.6404838488268,-333.6404838488268,-23.503293977103972,-23.503293977103972,-23.503293977103972,-310.13718987172285,-310.13718987172285,-310.13718987172285,0.0,0.0,0.0,3387.7539960459535,3293.2000
2025-08-01,3725.2946082037033,3235.892135608638,3529.6507497877656,3725.2946082037033,3725.2946082037033,-340.5566916381996,-340.5566916381996,-340.5566916381996,-22.27610739087398,-22.27610739087398,-22.27610739087398,-318.28058424732563,-318.28058424732563,-318.28058424732563,0.0,0.0,0.0,3384.737916565504,3347.7000
2025-08-04,3736.9949930422035,3215.739176529072,3529.208861532433,3736.9949930422035,3736.9949930422035,-363.53095168151435,-363.53095168151435,-363.53095168151435,-13.77020495594186,-13.77020495594186,-13.77020495594186,-349.7607467255725,-349.7607467255725,-349.7607467255725,0.0,0.0,0.0,3373.4640413606894,3374.3999
2025-08-05,3740.8951213217038,3217.3426398054344,3514.9930015515065,3740.8951213217038,3740.8951213217038,-375.6834667633809,-375.6834667633809,-375.6834667633809,-13.752238768664784,-13.752238768664784,-13.752238768664784,-361.93122799471615,-361.93122799471615,-361.93122799471615,0.0,0.0,0.0,3365.211654558323,3381.8999
2025-08-06,3744.7952496012035,3212.4777247339402,3505.096777918507,3744.7952496012035,3744.7952496012035,-377.6032451345738,-377.6032451345738,-377.6032451345738,-3.0801971519187434,-3.0801971519187434,-3.0801971519187434,-374.52304798265504,-374.52304798265504,-374.52304798265504,0.0,0.0,0.0,3367.19200446663,3380.0000
2025-08-07,3748.6953778807037,3193.3185314062152,3483.1867400657593,3748.6953778807037,3748.6953778807037,-410.75409083521123,-410.75409083521123,-410.75409083521123,-23.503293977121135,-23.503293977121135,-23.503293977121135,-387.25079685809004,-387.25079685809004,-387.25079685809004,0.0,0.0,0.0,3337.9412870454926,3400.3000
2025-08-08,3752.5955061602035,3180.3316421090344,3484.932813773291,3752.5955061602035,3752.5955061602035,-422.092147812042,-422.092147812042,-422.092147812042,-22.276107391018517,-22.276107391018517,-22.276107391018517,-399.8160404210235,-399.8160404210235,-399.8160404210235,0.0,0.0,0.0,3330.5033583481613,3439.1001
2025-08-11,3764.295890998704,3172.41656643621,3468.051047935969,3764.295890998704,3764.295890998704,-447.2984320167913,-447.2984320167913,-447.2984320167913,-13.770204955990994,-13.770204955990994,-13.770204955990994,-433.5282270608003,-433.5282270608003,-433.5282270608003,0.0,0.0,0.0,3316.997458981913,3353.1001
2025-08-12,3768.196019278204,3172.799466930442,3461.3513308829574,3768.196019278204,3768.196019278204,-456.2369808205539,-456.2369808205539,-456.2369808205539,-13.752238768657387,-13.752238768657387,-13.752238768657387,-442.4847420518965,-442.4847420518965,-442.4847420518965,0.0,0.0,0.0,3311.95903845765,3348.8999
2025-08-13,3772.096147557704,3176.477656284947,3463.178953935805,3772.096147557704,3772.096147557704,-452.95729639555327,-452.95729639555327,-452.95729639555327,-3.080197151896448,-3.080197151896448,-3.080197151896448,-449.87709924365686,-449.87709924365686,-449.87709924365686,0.0,0.0,0.0,3319.138851162151,3358.7000
2025-08-14,3775.996275406787,3151.5917611141163,3445.2572462718413,3775.996275406787,3775.996275406787,-479.00132202434366,-479.00132202434366,-479.00132202434366,-23.503293977138306,-23.503293977138306,-23.503293977138306,-455.4980280472053,-455.4980280472053,-455.4980280472053,0.0,0.0,0.0,3296.9949533824433,3335.2000
2025-08-15,3779.89640325587,3146.20885912057,3458.4941187099553,3779.89640325587,3779.89640325587,-481.45637059761003,-481.45637059761003,-481.45637059761003,-22.27610739099473,-22.27610739099473,-22.27610739099473,-459.18026320661534,-459.18026320661534,-459.18026320661534,0.0,0.0,0.0,3298.44003265826,3336.0000
2025-08-18,3791.5967868031194,3166.6032768086047,3467.5899274547755,3791.5967868031194,3791.5967868031194,-471.3850339687551,-471.3850339687551,-471.3850339687551,-13.770204956004639,-13.770204956004639,-13.770204956004639,-457.61482901275053,-457.61482901275053,-457.61482901275053,0.0,0.0,0.0,3320.2117528343642,3331.7000
2025-08-19,3795.496914652203,3184.5452186489597,3488.109271413143,3795.496914652203,3795.496914652203,-466.56421288315477,-466.56421288315477,-466.56421288315477,-13.752238768731845,-13.752238768731845,-13.752238768731845,-452.81197411442287,-452.81197411442287,-452.81197411442287,0.0,0.0,0.0,3328.9327017690484,3313.3999
